Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive_sca,PassDead_sca,Drib_sca,Sh_sca,Fld_sca,Def_sca,GCA,GCA90,PassLive_gca,PassDead_gca,Drib_gca,Sh_gca,Fld_gca,Def_gca,Pass SCA Ratio,Deadball SCA Ratio,Dribble SCA Ratio,Shot SCA Ratio,Fouls Drawn SCA Ratio,Defense SCA Ratio,Cluster
1,Brenden Aaronson,us USA,MF,Leeds United,21,2000,26.4,95,3.6,57,17,7,5,8,1,7,0.27,3,1,0,1,1,1,0.6,0.17894736842105263,0.07368421052631578,0.05263157894736842,0.08421052631578947,0.010526315789473684,1
3,Che Adams,sct SCO,FW,Southampton,26,1996,22.1,57,2.57,44,1,2,5,5,0,7,0.32,5,0,0,0,2,0,0.7719298245614035,0.017543859649122806,0.03508771929824561,0.08771929824561403,0.08771929824561403,0.0,5
4,Tyler Adams,us USA,MF,Leeds United,23,1999,24.0,43,1.79,42,0,0,0,1,0,1,0.04,1,0,0,0,0,0,0.9767441860465116,0.0,0.0,0.0,0.023255813953488372,0.0,3
13,Thiago Alcántara,es ESP,MF,Liverpool,31,1991,13.9,41,2.94,33,0,3,1,1,3,2,0.14,2,0,0,0,0,0,0.8048780487804879,0.0,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.07317073170731707,5
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23,1998,32.5,124,3.82,81,34,3,5,1,0,17,0.52,14,2,1,0,0,0,0.6532258064516129,0.27419354838709675,0.024193548387096774,0.04032258064516129,0.008064516129032258,0.0,1
18,Miguel Almirón,py PAR,FW,Newcastle Utd,28,1994,27.7,87,3.14,63,2,10,9,3,0,13,0.47,5,1,5,2,0,0,0.7241379310344828,0.022988505747126436,0.11494252873563218,0.10344827586206896,0.034482758620689655,0.0,5
19,Julián Álvarez,ar ARG,FW,Manchester City,22,2000,16.3,52,3.2,39,0,6,5,2,0,5,0.31,2,0,1,1,1,0,0.75,0.0,0.11538461538461539,0.09615384615384616,0.038461538461538464,0.0,5
24,Jaidon Anthony,eng ENG,MF,Bournemouth,22,1999,14.0,38,2.72,28,3,4,1,1,1,4,0.29,2,0,1,0,1,0,0.7368421052631579,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.02631578947368421,5
25,Michail Antonio,jm JAM,FW,West Ham,32,1990,20.3,39,1.92,24,0,6,4,5,0,9,0.44,6,0,2,1,0,0,0.6153846153846154,0.0,0.15384615384615385,0.10256410256410256,0.1282051282051282,0.0,0
26,Antony,br BRA,FW,Manchester Utd,22,2000,20.0,74,3.69,61,0,5,3,4,1,7,0.35,6,0,1,0,0,0,0.8243243243243243,0.0,0.06756756756756757,0.04054054054054054,0.05405405405405406,0.013513513513513514,3
31,Stuart Armstrong,sct SCO,MF,Southampton,30,1992,15.6,50,3.2,39,1,0,6,4,0,2,0.13,1,0,0,0,1,0,0.78,0.02,0.0,0.12,0.08,0.0,5
39,Jordan Ayew,gh GHA,FW,Crystal Palace,30,1991,30.2,78,2.59,53,0,9,6,7,3,8,0.27,5,0,1,1,1,0,0.6794871794871795,0.0,0.11538461538461539,0.07692307692307693,0.08974358974358974,0.038461538461538464,0
40,Luke Ayling,eng ENG,DF,Leeds United,30,1991,22.8,40,1.75,33,0,0,3,2,2,1,0.04,1,0,0,0,0,0,0.825,0.0,0.0,0.075,0.05,0.05,3
43,Leon Bailey,jm JAM,FW,Aston Villa,24,1997,21.9,62,2.84,40,2,10,7,3,0,8,0.37,5,0,0,3,0,0,0.6451612903225806,0.03225806451612903,0.16129032258064516,0.11290322580645161,0.04838709677419355,0.0,0
48,Harvey Barnes,eng ENG,FW,Leicester City,24,1997,30.1,63,2.09,43,0,3,9,7,1,14,0.46,8,0,1,2,2,1,0.6825396825396826,0.0,0.047619047619047616,0.14285714285714285,0.1111111111111111,0.015873015873015872,0
56,Saïd Benrahma,dz ALG,FW,West Ham,26,1995,23.0,92,4.0,68,2,11,8,3,0,5,0.22,4,0,1,0,0,0,0.7391304347826086,0.021739130434782608,0.11956521739130435,0.08695652173913043,0.03260869565217391,0.0,5
57,Rodrigo Bentancur,uy URU,MF,Tottenham,25,1997,16.7,34,2.04,27,0,1,2,1,3,5,0.3,2,0,0,1,0,2,0.7941176470588235,0.0,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.08823529411764706,5
62,Philip Billing,dk DEN,MF,Bournemouth,26,1996,30.7,54,1.76,41,2,5,5,1,0,6,0.2,4,0,0,2,0,0,0.7592592592592593,0.037037037037037035,0.09259259259259259,0.09259259259259259,0.018518518518518517,0.0,5
66,Jarrod Bowen,eng ENG,FW,West Ham,25,1996,35.9,108,3.01,58,15,10,13,10,2,14,0.39,6,3,0,2,3,0,0.5370370370370371,0.1388888888888889,0.09259259259259259,0.12037037037037036,0.09259259259259259,0.018518518518518517,2
71,Emi Buendía,ar ARG,MF,Aston Villa,25,1996,26.8,90,3.36,72,2,8,3,4,1,10,0.37,7,0,1,2,0,0,0.8,0.022222222222222223,0.08888888888888889,0.03333333333333333,0.044444444444444446,0.011111111111111112,5
74,Dan Burn,eng ENG,DF,Newcastle Utd,30,1992,34.6,40,1.16,35,2,0,3,0,0,3,0.09,3,0,0,0,0,0,0.875,0.05,0.0,0.075,0.0,0.0,3
76,Moisés Caicedo,ec ECU,MF,Brighton,20,2001,34.9,88,2.52,81,0,2,3,1,1,5,0.14,5,0,0,0,0,0,0.9204545454545454,0.0,0.022727272727272728,0.03409090909090909,0.011363636363636364,0.011363636363636364,3
77,Tom Cairney,sct SCO,MF,Fulham,31,1991,11.0,45,4.1,35,4,1,2,2,1,3,0.27,3,0,0,0,0,0,0.7777777777777778,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.022222222222222223,5
81,João Cancelo,pt POR,DF,Manchester City,28,1994,14.2,39,2.76,30,0,2,5,1,1,6,0.42,5,0,1,0,0,0,0.7692307692307693,0.0,0.05128205128205128,0.1282051282051282,0.02564102564102564,0.02564102564102564,5
86,Casemiro,br BRA,MF,Manchester Utd,30,1992,23.6,68,2.88,61,0,0,5,2,0,8,0.34,8,0,0,0,0,0,0.8970588235294118,0.0,0.0,0.07352941176470588,0.029411764705882353,0.0,3
88,Timothy Castagne,be BEL,DF,Leicester City,26,1995,36.2,51,1.41,44,2,1,2,1,1,5,0.14,4,0,0,1,0,0,0.8627450980392157,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0196078431372549,3
90,Julio César Enciso,py PAR,FW,Brighton,18,2004,9.0,45,5.02,28,0,9,6,2,0,7,0.78,3,0,2,1,1,0,0.6222222222222222,0.0,0.2,0.13333333333333333,0.044444444444444446,0.0,0
95,Ben Chilwell,eng ENG,DF,Chelsea,25,1996,15.6,39,2.49,19,17,0,1,2,0,4,0.26,2,1,0,0,1,0,0.48717948717948717,0.4358974358974359,0.0,0.02564102564102564,0.05128205128205128,0.0,4
96,Ryan Christie,sct SCO,MF,Bournemouth,27,1995,20.4,66,3.24,48,5,5,5,3,0,4,0.2,3,0,0,1,0,0,0.7272727272727273,0.07575757575757576,0.07575757575757576,0.07575757575757576,0.045454545454545456,0.0,5
105,Lewis Cook,eng ENG,MF,Bournemouth,25,1997,19.1,39,2.04,27,8,0,0,1,3,4,0.21,2,1,0,0,0,1,0.6923076923076923,0.20512820512820512,0.0,0.0,0.02564102564102564,0.07692307692307693,1
110,Vladimír Coufal,cz CZE,DF,West Ham,29,1992,23.7,52,2.19,36,13,0,1,2,0,3,0.13,2,1,0,0,0,0,0.6923076923076923,0.25,0.0,0.019230769230769232,0.038461538461538464,0.0,1
114,Aaron Cresswell,eng ENG,DF,West Ham,32,1989,24.8,73,2.94,43,27,0,2,1,0,1,0.04,0,1,0,0,0,0,0.589041095890411,0.3698630136986301,0.0,0.0273972602739726,0.0136986301369863,0.0,4
118,Diogo Dalot,pt POR,DF,Manchester Utd,23,1999,23.9,52,2.17,48,0,1,2,0,1,2,0.08,2,0,0,0,0,0,0.9230769230769231,0.0,0.019230769230769232,0.038461538461538464,0.0,0.019230769230769232,3
122,Josh Dasilva,eng ENG,MF,Brentford,23,1998,15.4,42,2.72,36,1,3,1,1,0,7,0.45,5,0,1,0,1,0,0.8571428571428571,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.0,3
124,Ben Davies,wls WAL,DF,Tottenham,29,1993,25.4,37,1.46,33,1,0,3,0,0,7,0.28,5,0,0,2,0,0,0.8918918918918919,0.02702702702702703,0.0,0.08108108108108109,0.0,0.0,3
128,Kevin De Bruyne,be BEL,MF,Manchester City,31,1991,26.9,176,6.55,120,33,8,7,5,3,31,1.15,24,3,1,1,2,0,0.6818181818181818,0.1875,0.045454545454545456,0.03977272727272727,0.028409090909090908,0.017045454545454544,1
134,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,23,1998,25.6,78,3.04,61,0,8,2,5,2,9,0.35,6,0,1,0,1,1,0.782051282051282,0.0,0.10256410256410256,0.02564102564102564,0.0641025641025641,0.02564102564102564,5
137,Luis Díaz,co COL,FW,Liverpool,25,1997,11.1,41,3.7,29,0,7,3,2,0,6,0.54,3,0,2,1,0,0,0.7073170731707317,0.0,0.17073170731707318,0.07317073170731707,0.04878048780487805,0.0,0
145,Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,17.0,45,2.65,38,0,3,2,0,2,3,0.18,3,0,0,0,0,0,0.8444444444444444,0.0,0.06666666666666667,0.044444444444444446,0.0,0.044444444444444446,3
146,Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,30.8,61,1.98,48,0,2,5,2,4,6,0.2,4,0,0,1,0,1,0.7868852459016393,0.0,0.03278688524590164,0.08196721311475409,0.03278688524590164,0.06557377049180328,5
152,Lewis Dunk,eng ENG,DF,Brighton,30,1991,36.0,32,0.89,31,0,0,1,0,0,2,0.06,2,0,0,0,0,0,0.96875,0.0,0.0,0.03125,0.0,0.0,3
156,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,1998,20.0,44,2.2,32,0,1,9,2,0,4,0.2,4,0,0,0,0,0,0.7272727272727273,0.0,0.022727272727272728,0.20454545454545456,0.045454545454545456,0.0,5
159,Harvey Elliott,eng ENG,MF,Liverpool,19,2003,17.9,75,4.19,62,1,5,5,1,1,10,0.56,10,0,0,0,0,0,0.8266666666666667,0.013333333333333334,0.06666666666666667,0.06666666666666667,0.013333333333333334,0.013333333333333334,3
161,Mohamed Elyounoussi,no NOR,MF,Southampton,27,1994,24.1,41,1.7,34,0,1,2,3,1,4,0.17,4,0,0,0,0,0,0.8292682926829268,0.0,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.024390243902439025,3
162,Emerson,br BRA,DF,Tottenham,23,1999,19.3,36,1.87,32,0,0,1,2,1,2,0.1,2,0,0,0,0,0,0.8888888888888888,0.0,0.0,0.027777777777777776,0.05555555555555555,0.027777777777777776,3
163,Christian Eriksen,dk DEN,MF,Manchester Utd,30,1992,22.8,71,3.12,50,17,1,3,0,0,9,0.4,6,3,0,0,0,0,0.704225352112676,0.23943661971830985,0.014084507042253521,0.04225352112676056,0.0,0.0,1
164,Pervis Estupiñán,ec ECU,DF,Brighton,24,1998,29.7,87,2.93,78,4,3,0,2,0,8,0.27,7,0,0,0,1,0,0.896551724137931,0.04597701149425287,0.034482758620689655,0.0,0.022988505747126436,0.0,3
166,Eberechi Eze,eng ENG,MF,Crystal Palace,24,1998,29.3,118,4.03,69,21,11,4,11,2,16,0.55,9,1,5,0,1,0,0.5847457627118644,0.17796610169491525,0.09322033898305085,0.03389830508474576,0.09322033898305085,0.01694915254237288,1
168,Fabinho,br BRA,MF,Liverpool,28,1993,29.7,55,1.85,49,0,0,1,2,3,8,0.27,7,0,0,0,1,0,0.8909090909090909,0.0,0.0,0.01818181818181818,0.03636363636363636,0.05454545454545454,3
171,João Félix,pt POR,FW,Chelsea,22,1999,10.5,31,2.96,13,2,6,4,6,0,1,0.1,1,0,0,0,0,0,0.41935483870967744,0.06451612903225806,0.1935483870967742,0.12903225806451613,0.1935483870967742,0.0,2
173,Bruno Fernandes,pt POR,MF,Manchester Utd,27,1994,36.8,219,5.94,164,26,8,12,9,0,18,0.49,16,0,0,1,1,0,0.7488584474885844,0.1187214611872146,0.0365296803652968,0.0547945205479452,0.0410958904109589,0.0,5
174,Enzo Fernández,ar ARG,MF,Chelsea,21,2001,17.2,59,3.43,49,6,0,2,2,0,6,0.35,6,0,0,0,0,0,0.8305084745762712,0.1016949152542373,0.0,0.03389830508474576,0.03389830508474576,0.0,3
175,Roberto Firmino,br BRA,FW,Liverpool,30,1991,13.5,46,3.41,36,0,4,6,0,0,7,0.52,4,0,1,2,0,0,0.782608695652174,0.0,0.08695652173913043,0.13043478260869565,0.0,0.0,5
177,Phil Foden,eng ENG,FW,Manchester City,22,2000,20.5,99,4.83,76,9,6,5,3,0,14,0.68,10,0,3,0,1,0,0.7676767676767676,0.09090909090909091,0.06060606060606061,0.050505050505050504,0.030303030303030304,0.0,5
180,Pablo Fornals,es ESP,FW,West Ham,26,1996,16.7,57,3.41,48,4,1,3,0,1,3,0.18,2,0,1,0,0,0,0.8421052631578947,0.07017543859649122,0.017543859649122806,0.05263157894736842,0.0,0.017543859649122806,3
185,Fred,br BRA,MF,Manchester Utd,29,1993,13.9,59,4.25,49,0,1,4,3,2,4,0.29,3,0,0,1,0,0,0.8305084745762712,0.0,0.01694915254237288,0.06779661016949153,0.05084745762711865,0.03389830508474576,3
188,Cody Gakpo,nl NED,FW,Liverpool,23,1999,16.2,49,3.02,37,0,3,4,3,2,6,0.37,5,0,0,0,1,0,0.7551020408163265,0.0,0.061224489795918366,0.08163265306122448,0.061224489795918366,0.04081632653061224,5
189,Conor Gallagher,eng ENG,MF,Chelsea,22,2000,18.0,47,2.61,34,4,4,2,2,1,3,0.17,2,0,1,0,0,0,0.723404255319149,0.0851063829787234,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.02127659574468085,5
190,Idrissa Gana Gueye,sn SEN,MF,Everton,32,1989,28.6,51,1.78,36,0,1,2,7,5,3,0.1,2,0,0,0,0,1,0.7058823529411765,0.0,0.0196078431372549,0.0392156862745098,0.13725490196078433,0.09803921568627451,5
197,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,22,2000,33.0,119,3.6,72,27,9,6,2,3,12,0.36,6,3,1,2,0,0,0.6050420168067226,0.226890756302521,0.07563025210084033,0.05042016806722689,0.01680672268907563,0.025210084033613446,1
200,Degnand Gnonto,it ITA,FW,Leeds United,18,2003,15.0,50,3.32,30,3,4,4,8,1,7,0.47,6,1,0,0,0,0,0.6,0.06,0.08,0.08,0.16,0.02,2
208,Demarai Gray,jm JAM,FW,Everton,26,1996,27.9,94,3.37,41,25,4,11,10,3,5,0.18,3,2,0,0,0,0,0.43617021276595747,0.26595744680851063,0.0425531914893617,0.11702127659574468,0.10638297872340426,0.031914893617021274,4
209,Jack Grealish,eng ENG,FW,Manchester City,26,1995,22.8,104,4.55,71,7,6,6,13,1,20,0.88,14,1,0,1,3,1,0.6826923076923077,0.0673076923076923,0.057692307692307696,0.057692307692307696,0.125,0.009615384615384616,5
211,Pascal Groß,de GER,MF,Brighton,31,1991,36.0,138,3.83,90,40,1,5,1,1,12,0.33,10,2,0,0,0,0,0.6521739130434783,0.2898550724637681,0.007246376811594203,0.036231884057971016,0.007246376811594203,0.007246376811594203,1
215,Bruno Guimarães,br BRA,MF,Newcastle Utd,24,1997,30.3,110,3.63,92,1,3,1,11,2,12,0.4,11,0,0,0,0,1,0.8363636363636363,0.00909090909090909,0.02727272727272727,0.00909090909090909,0.1,0.01818181818181818,3
216,İlkay Gündoğan,de GER,MF,Manchester City,31,1990,26.1,90,3.44,71,7,2,4,4,2,17,0.65,13,1,0,1,2,0,0.7888888888888889,0.07777777777777778,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.022222222222222223,5
218,Erling Haaland,no NOR,FW,Manchester City,22,2000,30.8,72,2.34,48,0,5,10,8,1,17,0.55,14,0,0,1,2,0,0.6666666666666666,0.0,0.06944444444444445,0.1388888888888889,0.1111111111111111,0.013888888888888888,0
221,Jack Harrison,eng ENG,FW,Leeds United,25,1996,30.1,114,3.79,68,27,7,5,5,2,9,0.3,6,1,1,1,0,0,0.5964912280701754,0.23684210526315788,0.06140350877192982,0.043859649122807015,0.043859649122807015,0.017543859649122806,1
222,Kai Havertz,de GER,FW,Chelsea,23,1999,28.5,63,2.21,54,2,1,5,1,0,4,0.14,3,0,0,1,0,0,0.8571428571428571,0.031746031746031744,0.015873015873015872,0.07936507936507936,0.015873015873015872,0.0,3
226,Jordan Henderson,eng ENG,MF,Liverpool,32,1990,23.0,72,3.13,65,1,0,3,1,2,7,0.3,5,0,0,1,1,0,0.9027777777777778,0.013888888888888888,0.0,0.041666666666666664,0.013888888888888888,0.027777777777777776,3
228,Rico Henry,eng ENG,DF,Brentford,25,1997,36.0,51,1.42,43,1,1,2,2,2,5,0.14,4,0,0,0,1,0,0.8431372549019608,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0392156862745098,3
229,Son Heung-min,kr KOR,MF,Tottenham,30,1992,32.1,122,3.8,74,27,7,10,4,0,13,0.4,8,3,2,0,0,0,0.6065573770491803,0.22131147540983606,0.05737704918032787,0.08196721311475409,0.03278688524590164,0.0,1
237,Pierre Højbjerg,dk DEN,MF,Tottenham,26,1995,34.8,97,2.79,89,0,2,2,1,3,14,0.4,14,0,0,0,0,0,0.9175257731958762,0.0,0.020618556701030927,0.020618556701030927,0.010309278350515464,0.030927835051546393,3
238,Kelechi Iheanacho,ng NGA,FW,Leicester City,25,1996,12.5,45,3.59,33,1,4,5,2,0,6,0.48,6,0,0,0,0,0,0.7333333333333333,0.022222222222222223,0.08888888888888889,0.1111111111111111,0.044444444444444446,0.0,5
241,Alexander Isak,se SWE,FW,Newcastle Utd,22,1999,16.9,49,2.9,29,0,5,11,3,1,5,0.3,1,0,2,1,1,0,0.5918367346938775,0.0,0.10204081632653061,0.22448979591836735,0.061224489795918366,0.02040816326530612,0
243,Alex Iwobi,ng NGA,MF,Everton,26,1996,37.5,120,3.2,91,9,8,7,3,2,9,0.24,8,0,0,0,1,0,0.7583333333333333,0.075,0.06666666666666667,0.058333333333333334,0.025,0.016666666666666666,5
246,Reece James,eng ENG,DF,Chelsea,22,1999,13.8,47,3.4,36,5,3,2,1,0,3,0.22,2,0,0,0,1,0,0.7659574468085106,0.10638297872340426,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.0,5
247,Vitaly Janelt,de GER,MF,Brentford,24,1998,24.5,47,1.91,39,1,2,3,0,2,4,0.16,4,0,0,0,0,0,0.8297872340425532,0.02127659574468085,0.0425531914893617,0.06382978723404255,0.0,0.0425531914893617,3
249,Mathias Jensen,dk DEN,MF,Brentford,26,1996,31.1,103,3.31,48,47,1,3,3,1,13,0.42,7,4,0,1,0,1,0.46601941747572817,0.4563106796116505,0.009708737864077669,0.02912621359223301,0.02912621359223301,0.009708737864077669,4
250,Gabriel Jesus,br BRA,FW,Arsenal,25,1997,22.9,83,3.62,43,1,12,11,13,3,12,0.52,8,0,1,1,2,0,0.5180722891566265,0.012048192771084338,0.14457831325301204,0.13253012048192772,0.1566265060240964,0.03614457831325301,2
252,Joelinton,br BRA,MF,Newcastle Utd,25,1996,29.6,80,2.71,54,1,9,8,7,1,10,0.34,4,1,2,2,1,0,0.675,0.0125,0.1125,0.1,0.0875,0.0125,0
254,Brennan Johnson,wls WAL,FW,Nott'ham Forest,21,2001,32.6,55,1.69,36,0,6,7,5,1,11,0.34,5,0,1,3,2,0,0.6545454545454545,0.0,0.10909090909090909,0.12727272727272726,0.09090909090909091,0.01818181818181818,0
256,Curtis Jones,eng ENG,MF,Liverpool,21,2001,11.5,38,3.3,31,0,4,1,1,1,4,0.35,3,0,1,0,0,0,0.8157894736842105,0.0,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.02631578947368421,5
260,Diogo Jota,pt POR,FW,Liverpool,25,1996,12.6,33,2.63,23,0,3,5,2,0,5,0.4,4,0,1,0,0,0,0.696969696969697,0.0,0.09090909090909091,0.15151515151515152,0.06060606060606061,0.0,0
266,Harry Kane,eng ENG,FW,Tottenham,29,1993,37.8,131,3.46,89,2,13,12,12,3,18,0.48,10,0,2,3,3,0,0.6793893129770993,0.015267175572519083,0.09923664122137404,0.0916030534351145,0.0916030534351145,0.022900763358778626,0
282,Mateo Kovačić,hr CRO,MF,Chelsea,28,1994,19.0,62,3.27,53,1,2,4,0,2,3,0.16,3,0,0,0,0,0,0.8548387096774194,0.016129032258064516,0.03225806451612903,0.06451612903225806,0.0,0.03225806451612903,3
284,Dejan Kulusevski,se SWE,MF,Tottenham,22,2000,23.0,97,4.22,71,5,15,5,0,1,11,0.48,9,1,1,0,0,0,0.7319587628865979,0.05154639175257732,0.15463917525773196,0.05154639175257732,0.0,0.010309278350515464,5
292,Roméo Lavia,be BEL,MF,Southampton,18,2004,24.7,41,1.66,31,2,3,1,3,1,3,0.12,1,0,0,0,1,1,0.7560975609756098,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.07317073170731707,0.024390243902439025,5
297,Jefferson Lerma,co COL,MF,Bournemouth,27,1994,36.1,47,1.3,42,2,0,2,1,0,1,0.03,1,0,0,0,0,0,0.8936170212765957,0.0425531914893617,0.0,0.0425531914893617,0.02127659574468085,0.0,3
307,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,26,1996,17.1,36,2.11,31,0,3,1,1,0,4,0.23,4,0,0,0,0,0,0.8611111111111112,0.0,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.0,3
