Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
236,Tariq Lamptey,gh GHA,"DF,FW",Brighton,23-043,2000,4,1,139,1.5,0,2,2,0,0,0,2,0,0,0,0.4,0.4,11,6,3,0,1.29,1.29,0,1.29,0.01,0.25,0.26,0.01,0.26
237,Aymeric Laporte,es ESP,DF,Manchester City,29-169,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0.27,0.27
238,Yasser Larouci,dz ALG,DF,Sheffield Utd,22-315,2001,5,1,222,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,8,5,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07
239,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,30-001,1993,7,6,557,6.2,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,4,15,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03
240,Mario Lemina,ga GAB,MF,Wolves,30-072,1993,11,11,971,10.8,2,0,2,2,0,0,6,1,2.1,2.1,0.1,2.2,6,28,11,0.19,0,0.19,0.19,0.19,0.2,0.01,0.21,0.2,0.21
241,Bernd Leno,de GER,GK,Fulham,31-253,1992,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Jefferson Lerma,co COL,MF,Crystal Palace,29-018,1994,8,8,704,7.8,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.8,6,25,12,0,0.13,0.13,0,0.13,0.04,0.18,0.23,0.04,0.23
243,Rico Lewis,eng ENG,"DF,MF",Manchester City,18-356,2004,5,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,0,0,0,0,0,0,0,0,0,0
244,Keane Lewis-Potter,eng ENG,FW,Brentford,22-263,2001,6,2,222,2.5,0,0,0,0,0,0,0,0,1,1,0.1,1.1,12,6,31,0,0,0,0,0,0.39,0.05,0.43,0.39,0.43
245,Victor Lindelöf,se SWE,DF,Manchester Utd,29-118,1994,10,8,762,8.5,1,1,2,1,0,0,1,0,0.2,0.2,0.3,0.5,12,27,9,0.12,0.12,0.24,0.12,0.24,0.03,0.03,0.06,0.03,0.06
246,Valentino Livramento,eng ENG,DF,Newcastle Utd,21-000,2002,6,0,139,1.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,4,8,0,0,0,0,0,0,0.04,0.04,0,0.04
247,Giovani Lo Celso,ar ARG,MF,Tottenham,27-217,1996,3,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,6,3,0,0,0,0,0,0.18,0.07,0.25,0.18,0.25
248,Tom Lockyer,wls WAL,DF,Luton Town,28-344,1994,11,11,945,10.5,1,1,2,1,0,0,3,0,0.8,0.8,0.6,1.4,6,33,2,0.1,0.1,0.19,0.1,0.19,0.07,0.06,0.13,0.07,0.13
249,Sean Longstaff,eng ENG,MF,Newcastle Utd,26-013,1997,12,8,812,9,2,1,3,2,0,0,4,0,1.5,1.5,0.9,2.4,6,48,32,0.22,0.11,0.33,0.22,0.33,0.16,0.1,0.27,0.16,0.27
250,Max Lowe,eng ENG,"MF,DF",Sheffield Utd,26-185,1997,2,2,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0.01,0.01,0,0.01
251,Douglas Luiz,br BRA,MF,Aston Villa,25-187,1998,11,11,933,10.4,5,1,6,2,3,3,4,0,3.2,0.8,0.7,1.6,24,63,23,0.48,0.1,0.58,0.19,0.29,0.31,0.07,0.38,0.08,0.15
252,Saša Lukić,rs SRB,MF,Fulham,27-091,1996,7,4,352,3.9,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,3,13,5,0,0,0,0,0,0.16,0.02,0.19,0.16,0.19
253,Ian Maatsen,nl NED,"FW,MF",Chelsea,21-247,2002,7,0,113,1.3,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,5,9,0,0,0,0,0,0.33,0.07,0.41,0.33,0.41
254,Alexis Mac Allister,ar ARG,MF,Liverpool,24-323,1998,11,11,880,9.8,0,1,1,0,0,0,5,1,0.1,0.1,0.4,0.5,14,72,6,0,0.1,0.1,0,0.1,0.01,0.04,0.05,0.01,0.05
255,James Maddison,eng ENG,MF,Tottenham,26-354,1996,11,11,881,9.8,3,5,8,3,0,0,2,0,2.8,2.8,2.8,5.6,29,97,70,0.31,0.51,0.82,0.31,0.82,0.29,0.29,0.58,0.29,0.58
256,Noni Madueke,eng ENG,"FW,MF",Chelsea,21-247,2002,5,1,119,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,4,31,0,0,0,0,0,0.14,0.12,0.27,0.14,0.27
257,Harry Maguire,eng ENG,DF,Manchester Utd,30-252,1993,7,5,478,5.3,0,1,1,0,0,0,0,0,0,0,0.4,0.4,6,28,0,0,0.19,0.19,0,0.19,0.01,0.07,0.07,0.01,0.07
258,Orel Mangala,be BEL,MF,Nott'ham Forest,25-239,1998,10,10,822,9.1,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.5,3,18,4,0.11,0,0.11,0.11,0.11,0.03,0.02,0.05,0.03,0.05
259,Benson Manuel,be BEL,"MF,FW",Burnley,26-229,1997,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0.03,0,0.03,0.03,0.03
260,Solly March,eng ENG,"FW,DF",Brighton,29-115,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2,2,1,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47
261,Anthony Martial,fr FRA,"FW,MF",Manchester Utd,27-342,1995,10,2,249,2.8,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,7,22,0,0,0,0,0,0.14,0.07,0.2,0.14,0.2
262,Gabriel Martinelli,br BRA,FW,Arsenal,22-147,2001,10,9,721,8,1,2,3,1,0,0,0,0,1.1,1.1,1.5,2.6,42,28,122,0.12,0.25,0.37,0.12,0.37,0.14,0.18,0.32,0.14,0.32
263,Emiliano Martínez,ar ARG,GK,Aston Villa,31-071,1992,10,10,900,10,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,Lisandro Martínez,ar ARG,DF,Manchester Utd,25-298,1998,5,5,375,4.2,0,1,1,0,0,0,2,0,0,0,0.1,0.1,6,26,1,0,0.24,0.24,0,0.24,0,0.02,0.02,0,0.02
265,Pape Matar Sarr,sn SEN,MF,Tottenham,21-059,2002,12,11,830,9.2,1,2,3,1,0,0,3,0,1.7,1.7,1.2,2.9,18,67,38,0.11,0.22,0.33,0.11,0.33,0.18,0.13,0.31,0.18,0.31
266,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26-137,1997,9,3,387,4.3,0,3,3,0,0,0,1,0,0.4,0.4,1.2,1.6,2,5,24,0,0.7,0.7,0,0.7,0.09,0.28,0.36,0.09,0.36
267,Joël Matip,cm CMR,DF,Liverpool,32-096,1991,7,6,533,5.9,0,0,0,0,0,0,0,0,0.4,0.4,0,0.5,5,24,0,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08
268,Alex Matos,eng ENG,MF,Chelsea,19-040,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Neal Maupay,fr FRA,FW,Brentford,27-090,1996,6,2,248,2.8,1,2,3,1,0,0,2,0,1.7,1.7,1.3,3,4,8,19,0.36,0.73,1.09,0.36,1.09,0.62,0.46,1.08,0.62,1.08
270,Neal Maupay,fr FRA,FW,Everton,27-090,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0,0,0,0,0,1.16,0.05,1.22,1.16,1.22
271,Konstantinos Mavropanos,gr GRE,DF,West Ham,25-336,1997,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
272,Bryan Mbeumo,cm CMR,FW,Brentford,24-097,1999,11,11,990,11,6,2,8,4,2,2,1,0,6.6,5.1,2.3,7.4,38,52,106,0.55,0.18,0.73,0.36,0.55,0.6,0.21,0.82,0.46,0.67
273,James Mcatee,eng ENG,MF,Sheffield Utd,21-025,2002,7,5,430,4.8,0,1,1,0,0,0,1,0,0.5,0.5,0.4,0.9,14,12,27,0,0.21,0.21,0,0.21,0.09,0.09,0.18,0.09,0.18
274,James Mcatee,eng ENG,MF,Manchester City,21-025,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27-161,1996,6,5,430,4.8,1,1,2,0,1,1,3,1,1.8,1.1,0.6,1.7,2,10,24,0.21,0.21,0.42,0,0.21,0.39,0.13,0.52,0.22,0.35
276,John McGinn,sct SCO,"MF,FW",Aston Villa,29-025,1994,11,11,927,10.3,2,2,4,2,0,0,2,0,1.4,1.4,1.5,2.9,13,62,35,0.19,0.19,0.39,0.19,0.39,0.13,0.15,0.28,0.13,0.28
277,Scott McKenna,sct SCO,DF,Nott'ham Forest,27-000,1996,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,0,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08
278,Dwight McNeil,eng ENG,"MF,FW",Everton,23-355,1999,9,8,681,7.6,0,1,1,0,0,0,0,0,0.8,0.8,2.1,2.9,25,18,33,0,0.13,0.13,0,0.13,0.1,0.28,0.38,0.1,0.38
279,Scott McTominay,sct SCO,MF,Manchester Utd,26-339,1996,9,6,519,5.8,3,0,3,3,0,0,0,0,1,1,0,1,5,17,11,0.52,0,0.52,0.52,0.52,0.17,0.01,0.18,0.17,0.18
280,Ben Mee,eng ENG,DF,Brentford,34-052,1989,3,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,6,1,0,0,0,0,0,0,0.07,0.07,0,0.07
281,Hannibal Mejbri,tn TUN,MF,Manchester Utd,20-295,2003,2,1,117,1.3,1,0,1,1,0,0,1,0,0,0,0.4,0.4,2,6,8,0.77,0,0.77,0.77,0.77,0.02,0.29,0.31,0.02,0.31
282,Teden Mengi,eng ENG,DF,Luton Town,21-196,2002,7,5,517,5.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,11,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
283,Chris Mepham,wls WAL,DF,Bournemouth,26-007,1997,4,2,170,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,4,0,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
284,Lewis Miley,eng ENG,MF,Newcastle Utd,17-195,2006,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
285,James Milner,eng ENG,"DF,MF",Brighton,37-312,1986,7,5,352,3.9,0,0,0,0,0,0,2,0,0,0,0.3,0.3,3,28,23,0,0,0,0,0,0,0.07,0.07,0,0.07
286,Tyrone Mings,eng ENG,DF,Aston Villa,30-244,1993,1,1,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09
287,Tyrick Mitchell,eng ENG,DF,Crystal Palace,24-072,1999,12,12,"1,059",11.8,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,9,34,58,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.1,0.04,0.1
288,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,26-176,1997,11,10,935,10.4,3,3,6,3,0,0,3,0,2.6,2.6,1.7,4.3,71,29,122,0.29,0.29,0.58,0.29,0.58,0.25,0.16,0.41,0.25,0.41
289,Aleksandar Mitrović,rs SRB,FW,Fulham,29-057,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,0.44,0,0.44,0.44,0.44
290,Kudus Mohammed,gh GHA,"MF,FW",West Ham,23-102,2000,8,2,280,3.1,2,0,2,2,0,0,1,0,0.7,0.7,0.1,0.8,12,14,23,0.64,0,0.64,0.64,0.64,0.21,0.04,0.25,0.21,0.25
291,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,26-315,1997,4,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,9,7,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11
292,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,31-096,1992,5,0,88,1,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,1,3,13,0,0,0,0,0,0.5,0.22,0.72,0.5,0.72
293,Carlton Morris,eng ENG,FW,Luton Town,27-331,1995,12,12,"1,009",11.2,3,1,4,1,2,2,1,0,3.8,2.3,0.5,2.7,9,30,59,0.27,0.09,0.36,0.09,0.18,0.34,0.04,0.38,0.2,0.24
294,Mason Mount,eng ENG,MF,Manchester Utd,24-306,1999,8,4,400,4.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,6,15,26,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09
295,Mykhailo Mudryk,ua UKR,FW,Chelsea,22-311,2001,9,4,342,3.8,2,0,2,2,0,0,2,0,0.7,0.7,1.1,1.8,21,6,27,0.53,0,0.53,0.53,0.53,0.19,0.28,0.48,0.19,0.48
296,Rodrigo Muniz,br BRA,FW,Fulham,22-192,2001,5,1,136,1.5,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,0,1,2,0,0,0,0,0,0.25,0.19,0.44,0.25,0.44
297,Murillo,br BRA,DF,Nott'ham Forest,21-131,2002,5,5,450,5,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,7,14,0,0,0,0,0,0,0.11,0.03,0.14,0.11,0.14
298,Jacob Murphy,eng ENG,FW,Newcastle Utd,28-261,1995,5,1,121,1.3,1,3,4,1,0,0,0,0,0.1,0.1,1.4,1.5,6,10,13,0.74,2.23,2.98,0.74,2.98,0.07,1.05,1.12,0.07,1.12
299,Vitaliy Mykolenko,ua UKR,DF,Everton,24-167,1999,8,8,717,8,2,0,2,2,0,0,1,0,1,1,0.3,1.2,3,12,15,0.25,0,0.25,0.25,0.25,0.12,0.03,0.15,0.12,0.15
300,Marvelous Nakamba,zw ZIM,MF,Luton Town,29-297,1994,12,12,"1,060",11.8,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,1,34,4,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
301,Reiss Nelson,eng ENG,"FW,MF",Arsenal,23-337,1999,5,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,0,6,0,0,0,0,0,0.03,0.65,0.68,0.03,0.68
302,Neto,br BRA,GK,Bournemouth,34-116,1989,10,10,900,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Pedro Neto,pt POR,"MF,FW",Wolves,23-248,2000,10,10,886,9.8,1,7,8,1,0,0,3,0,2.3,2.3,2.7,5.1,51,31,81,0.1,0.71,0.81,0.1,0.81,0.24,0.28,0.51,0.24,0.51
304,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27-249,1996,6,4,360,4,0,0,0,0,0,0,2,1,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0
305,Eddie Nketiah,eng ENG,FW,Arsenal,24-166,1999,12,9,769,8.5,5,0,5,5,0,0,2,0,3.1,3.1,0.2,3.3,13,11,45,0.59,0,0.59,0.59,0.59,0.36,0.02,0.38,0.36,0.38
306,Oliver Norwood,nir NIR,MF,Sheffield Utd,32-214,1991,10,9,791,8.8,1,0,1,0,1,1,3,0,1,0.2,0.4,0.6,0,35,5,0.11,0,0.11,0,0,0.11,0.05,0.16,0.02,0.07
307,Matheus Nunes,pt POR,MF,Wolves,25-077,1998,2,2,179,2,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7,8,9,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09
308,Matheus Nunes,pt POR,MF,Manchester City,25-077,1998,5,2,202,2.2,0,1,1,0,0,0,0,0,0,0,0.1,0.1,5,9,15,0,0.45,0.45,0,0.45,0,0.06,0.06,0,0.06
309,Darwin Núñez,uy URU,FW,Liverpool,24-141,1999,10,5,511,5.7,4,3,7,4,0,0,1,0,4.8,4.8,1.5,6.3,14,19,49,0.7,0.53,1.23,0.7,1.23,0.85,0.26,1.11,0.85,1.11
310,Christian Nørgaard,dk DEN,MF,Brentford,29-247,1994,11,11,940,10.4,1,1,2,1,0,0,3,0,1.7,1.7,0.9,2.6,2,67,20,0.1,0.1,0.19,0.1,0.19,0.16,0.09,0.25,0.16,0.25
311,Dara O'Shea,ie IRL,DF,Burnley,24-253,1999,8,7,675,7.5,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.2,7,28,2,0,0.13,0.13,0,0.13,0.02,0.01,0.03,0.02,0.03
312,Michael Obafemi,ie IRL,MF,Burnley,23-129,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.78,0,0.78,0.78,0.78
313,Wilson Odobert,fr FRA,"FW,MF",Burnley,18-349,2004,5,2,163,1.8,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,11,2,15,0.55,0,0.55,0.55,0.55,0.15,0.28,0.43,0.15,0.43
314,Chiedozie Ogbene,ie IRL,"MF,FW",Luton Town,26-195,1997,12,8,762,8.5,1,0,1,1,0,0,0,0,0.9,0.9,0.9,1.8,50,14,57,0.12,0,0.12,0.12,0.12,0.1,0.11,0.21,0.1,0.21
315,Angelo Ogbonna,it ITA,DF,West Ham,35-173,1988,2,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,Michael Olakigbe,eng ENG,"FW,MF",Brentford,19-201,2004,4,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,3,10,0,0,0,0,0,0.57,0,0.57,0.57,0.57
317,Michael Olise,fr FRA,FW,Crystal Palace,21-335,2001,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0.08,0,0.08,0.08,0.08
318,Robin Olsen,se SWE,GK,Aston Villa,33-308,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Amadou Onana,be BEL,MF,Everton,22-088,2001,11,11,920,10.2,0,0,0,0,0,0,1,0,1.1,1.1,2.3,3.4,9,51,25,0,0,0,0,0,0.11,0.22,0.33,0.11,0.33
320,André Onana,cm CMR,GK,Manchester Utd,27-224,1996,12,12,"1,080",12,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
321,Ryan One,sct SCO,FW,Sheffield Utd,17-139,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,Tyler Onyango,eng ENG,MF,Everton,20-253,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Frank Onyeka,ng NGA,MF,Brentford,25-315,1998,9,2,332,3.7,0,1,1,0,0,0,3,0,0.7,0.7,1.3,2,5,14,24,0,0.27,0.27,0,0.27,0.19,0.35,0.54,0.19,0.54
324,Divock Origi,be BEL,"FW,MF",Nott'ham Forest,28-208,1995,4,0,62,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,0,2,0,0,0,0,0,0.09,0.33,0.42,0.09,0.42
325,Stefan Ortega,de GER,GK,Manchester City,31-006,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Ben Osborn,eng ENG,"DF,FW",Sheffield Utd,29-099,1994,6,3,238,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,8,11,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
327,Gabriel Osho,eng ENG,DF,Luton Town,25-090,1998,3,3,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
328,William Osula,dk DEN,FW,Sheffield Utd,20-100,2003,3,3,233,2.6,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,2,0,9,0,0,0,0,0,0.11,0,0.11,0.11,0.11
329,Dango Ouattara,bf BFA,FW,Bournemouth,21-274,2002,7,2,226,2.5,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,5,3,18,0,0,0,0,0,0.21,0.11,0.32,0.21,0.32
330,David Ozoh,eng ENG,MF,Crystal Palace,18-165,2005,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,João Palhinha,pt POR,MF,Fulham,28-126,1995,9,8,735,8.2,2,0,2,2,0,0,4,0,0.7,0.7,0,0.8,2,27,4,0.24,0,0.24,0.24,0.24,0.09,0.01,0.1,0.09,0.1
332,Cole Palmer,eng ENG,MF,Manchester City,21-190,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Cole Palmer,eng ENG,"FW,MF",Chelsea,21-190,2002,8,5,505,5.6,3,2,5,0,3,3,2,0,3.6,1.2,2.9,4.2,21,45,32,0.53,0.36,0.89,0,0.36,0.64,0.53,1.17,0.22,0.74
334,Emerson Palmieri,it ITA,DF,West Ham,29-101,1994,10,10,900,10,0,1,1,0,0,0,6,0,0.1,0.1,1.7,1.8,17,35,32,0,0.1,0.1,0,0.1,0.01,0.17,0.18,0.01,0.18
335,Lucas Paquetá,br BRA,"FW,MF",West Ham,26-077,1997,10,10,882,9.8,1,1,2,0,1,1,5,0,2,1.2,1.6,2.8,13,62,32,0.1,0.1,0.2,0,0.1,0.2,0.17,0.37,0.12,0.29
336,Ben Parkinson,eng ENG,FW,Newcastle Utd,18-247,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Thomas Partey,gh GHA,"DF,MF",Arsenal,30-152,1993,4,3,251,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,10,33,4,0,0,0,0,0,0.03,0.04,0.06,0.03,0.06
338,Nathan Patterson,sct SCO,DF,Everton,22-027,2001,11,5,527,5.9,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,12,20,21,0,0.17,0.17,0,0.17,0.06,0.18,0.24,0.06,0.24
339,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21-327,2001,5,1,114,1.3,0,1,1,0,0,0,0,0,0.5,0.5,0.1,0.6,4,3,21,0,0.79,0.79,0,0.79,0.38,0.07,0.46,0.38,0.46
340,Andreas Pereira,br BRA,MF,Fulham,27-315,1996,11,9,708,7.9,1,1,2,1,0,0,2,0,0.9,0.9,1.5,2.4,12,21,31,0.13,0.13,0.25,0.13,0.25,0.11,0.2,0.31,0.11,0.31
341,Ivan Perišić,hr CRO,FW,Tottenham,34-283,1989,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1,15,9,17,0,0.87,0.87,0,0.87,0.1,0.75,0.85,0.1,0.85
342,Kalvin Phillips,eng ENG,MF,Manchester City,27-345,1995,4,0,93,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,7,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07
343,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,21-277,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
344,Jordan Pickford,eng ENG,GK,Everton,29-250,1994,12,12,"1,080",12,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
345,Ethan Pinnock,jm JAM,DF,Brentford,30-167,1993,11,11,990,11,1,0,1,1,0,0,0,0,1,1,0.9,1.9,6,34,6,0.09,0,0.09,0.09,0.09,0.09,0.08,0.18,0.09,0.18
346,Nick Pope,eng ENG,GK,Newcastle Utd,31-207,1992,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Pedro Porro,es ESP,DF,Tottenham,24-060,1999,11,11,986,11,0,2,2,0,0,0,1,0,0.9,0.9,2.3,3.2,12,57,44,0,0.18,0.18,0,0.18,0.08,0.21,0.29,0.08,0.29
348,Jarrell Quansah,eng ENG,DF,Liverpool,20-287,2003,3,1,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
349,Ionuț Radu,ro ROU,GK,Bournemouth,26-168,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Jesuran Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,21-038,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18,0,0,0,0,0,0.28,0.1,0.38,0.28,0.38
351,Aaron Ramsdale,eng ENG,GK,Arsenal,25-182,1998,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
352,Aaron Ramsey,eng ENG,"FW,MF",Burnley,20-295,2003,6,2,218,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,6,4,6,0,0,0,0,0,0.02,0.16,0.19,0.02,0.19
353,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,22-168,2001,2,0,50,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,4,2,0,1.8,0,1.8,1.8,1.8,0.34,0,0.34,0.34,0.34
354,Marcus Rashford,eng ENG,FW,Manchester Utd,26-012,1997,11,11,931,10.3,1,1,2,1,0,0,1,0,3.9,3.9,1.3,5.2,44,31,99,0.1,0.1,0.19,0.1,0.19,0.38,0.12,0.5,0.38,0.5
355,David Raya,es ESP,GK,Arsenal,28-058,1995,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
