Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
356,Tim Ream,us USA,DF,Fulham,36-038,1987,10,10,873,9.7,1,0,1,1,0,0,3,1,1,1,0,1,10,48,2,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1
357,Nathan Redmond,eng ENG,"MF,FW",Burnley,29-251,1994,6,0,93,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,1,14,0,0,0,0,0,0,0.23,0.23,0,0.23
358,Harrison Reed,eng ENG,MF,Fulham,28-289,1995,10,7,570,6.3,0,1,1,0,0,0,1,0,0,0,0.7,0.7,3,17,24,0,0.16,0.16,0,0.16,0,0.1,0.11,0,0.11
359,Sergio Reguilón,es ESP,DF,Manchester Utd,26-331,1996,4,3,258,2.9,0,0,0,0,0,0,1,0,0,0,0.3,0.4,4,13,20,0,0,0,0,0,0.01,0.12,0.12,0.01,0.12
360,Bobby Reid,jm JAM,FW,Fulham,30-283,1993,10,7,564,6.3,2,0,2,2,0,0,1,0,2.6,2.6,0.1,2.7,16,15,29,0.32,0,0.32,0.32,0.32,0.41,0.02,0.44,0.41,0.44
361,Declan Rice,eng ENG,MF,Arsenal,24-302,1999,12,12,"1,022",11.4,2,1,3,2,0,0,0,0,0.9,0.9,1.8,2.7,16,79,23,0.18,0.09,0.26,0.18,0.26,0.08,0.16,0.24,0.08,0.24
362,Chris Richards,us USA,"DF,MF",Crystal Palace,23-229,2000,4,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Richarlison,br BRA,FW,Tottenham,26-186,1997,10,7,538,6,1,3,4,1,0,0,2,0,2.7,2.7,1.1,3.8,10,18,56,0.17,0.5,0.67,0.17,0.67,0.46,0.18,0.64,0.46,0.64
364,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,27-064,1996,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
365,Matt Ritchie,sct SCO,FW,Newcastle Utd,34-063,1989,2,0,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,3,0,0,0,0,0,0.09,0,0.09,0.09,0.09
366,Connor Roberts,wls WAL,DF,Burnley,28-050,1995,9,8,734,8.2,0,1,1,0,0,0,4,1,0,0,0.2,0.2,6,37,10,0,0.12,0.12,0,0.12,0,0.02,0.02,0,0.02
367,Andrew Robertson,sct SCO,DF,Liverpool,29-246,1994,8,8,720,8,1,0,1,1,0,0,1,0,0.5,0.5,1,1.5,19,49,30,0.12,0,0.12,0.12,0.12,0.06,0.13,0.19,0.06,0.19
368,Antonee Robinson,us USA,DF,Fulham,26-096,1997,10,10,900,10,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,28,35,37,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08
369,Jack Robinson,eng ENG,DF,Sheffield Utd,30-072,1993,11,10,945,10.5,0,1,1,0,0,0,2,0,0.5,0.5,0.2,0.7,1,20,4,0,0.1,0.1,0,0.1,0.05,0.02,0.07,0.05,0.07
370,Rodri,es ESP,MF,Manchester City,27-143,1996,9,9,730,8.1,2,2,4,2,0,0,3,1,1.1,1.1,1,2.2,20,85,15,0.25,0.25,0.49,0.25,0.49,0.14,0.12,0.27,0.14,0.27
371,Jay Rodriguez,eng ENG,FW,Burnley,34-106,1989,7,2,297,3.3,0,0,0,0,0,0,0,0,1,1,0,1.1,0,3,10,0,0,0,0,0,0.31,0.01,0.32,0.31,0.32
372,Mads Roerslev,dk DEN,DF,Brentford,24-141,1999,9,3,350,3.9,0,0,0,0,0,0,0,0,0,0,0.2,0.3,9,12,21,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07
373,Cristian Romero,ar ARG,DF,Tottenham,25-199,1998,11,11,855,9.5,2,0,2,2,0,0,2,1,0.9,0.9,0.2,1.1,11,60,3,0.21,0,0.21,0.21,0.21,0.09,0.02,0.12,0.09,0.12
374,Joe Rothwell,eng ENG,MF,Bournemouth,28-305,1995,9,3,362,4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,19,3,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08
375,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30-118,1993,11,5,509,5.7,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.8,6,23,8,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15
376,José Sá,pt POR,GK,Wolves,30-299,1993,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Bukayo Saka,eng ENG,FW,Arsenal,22-068,2001,11,11,944,10.5,4,4,8,2,2,2,1,0,4.2,2.7,2.9,5.6,49,34,137,0.38,0.38,0.76,0.19,0.57,0.4,0.28,0.68,0.25,0.53
378,Mohamed Salah,eg EGY,FW,Liverpool,31-150,1992,11,11,953,10.6,8,4,12,5,3,4,1,0,8,4.7,5.1,9.9,36,49,110,0.76,0.38,1.13,0.47,0.85,0.76,0.49,1.24,0.45,0.93
379,William Saliba,fr FRA,DF,Arsenal,22-233,2001,12,12,"1,080",12,1,1,2,1,0,0,0,0,0.7,0.7,0.1,0.8,4,56,2,0.08,0.08,0.17,0.08,0.17,0.06,0.01,0.07,0.06,0.07
380,Albert Sambi Lokonga,be BEL,MF,Luton Town,24-021,1999,2,2,129,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,4,2,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
381,Davinson Sánchez,co COL,DF,Tottenham,27-153,1996,1,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.14,0,0.14,0.14,0.14
382,Robert Sánchez,es ESP,GK,Chelsea,25-359,1997,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23-232,2000,3,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,10,4,5,0,0,0,0,0,0,0.06,0.06,0,0.06
384,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,25-345,1997,7,7,553,6.1,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,3,18,3,0,0,0,0,0,0.1,0.02,0.11,0.1,0.11
385,Andrey Santos,br BRA,MF,Nott'ham Forest,19-193,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.64,0,0.64,0.64,0.64
386,Pablo Sarabia,es ESP,"FW,MF",Wolves,31-185,1992,6,2,193,2.1,1,2,3,1,0,0,1,0,0.7,0.7,2.1,2.8,4,10,20,0.47,0.93,1.4,0.47,1.4,0.32,1,1.32,0.32,1.32
387,Kevin Schade,de GER,"FW,MF",Brentford,21-350,2001,5,3,257,2.9,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,3,9,18,0.35,0,0.35,0.35,0.35,0.25,0.15,0.4,0.25,0.4
388,Fabian Schär,ch SUI,DF,Newcastle Utd,31-327,1991,12,12,"1,080",12,0,0,0,0,0,0,2,0,0.6,0.6,0,0.7,4,37,5,0,0,0,0,0,0.05,0,0.06,0.05,0.06
389,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,30-324,1992,11,11,758,8.4,1,0,1,1,0,0,0,0,1.3,1.3,0.7,2,9,16,25,0.12,0,0.12,0.12,0.12,0.15,0.09,0.24,0.15,0.24
390,Alex Scott,eng ENG,MF,Bournemouth,20-083,2003,3,3,189,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,7,2,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
391,Nélson Semedo,pt POR,"DF,MF",Wolves,29-361,1993,11,11,959,10.7,0,0,0,0,0,0,4,0,0.7,0.7,0.2,0.8,28,39,49,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08
392,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,23-309,2000,9,5,425,4.7,2,0,2,2,0,0,1,0,1.1,1.1,0.7,1.8,16,10,30,0.42,0,0.42,0.42,0.42,0.22,0.15,0.38,0.22,0.38
393,Marcos Senesi,ar ARG,DF,Bournemouth,26-186,1997,10,6,578,6.4,0,1,1,0,0,0,2,0,0,0,0.2,0.2,11,28,0,0,0.16,0.16,0,0.16,0,0.03,0.03,0,0.03
394,Luke Shaw,eng ENG,DF,Manchester Utd,28-123,1995,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0.7,0.7,1,11,8,0,0,0,0,0,0,0.36,0.36,0,0.36
395,Bernardo Silva,pt POR,"MF,FW",Manchester City,29-094,1994,8,7,638,7.1,3,2,5,3,0,0,2,0,0.9,0.9,2.1,3,37,45,55,0.42,0.28,0.71,0.42,0.71,0.12,0.3,0.42,0.12,0.42
396,Fábio Silva,pt POR,FW,Wolves,21-116,2002,8,3,264,2.9,0,0,0,0,0,0,2,0,1,1,0.2,1.2,5,10,13,0,0,0,0,0,0.35,0.07,0.42,0.35,0.42
397,Thiago Silva,br BRA,DF,Chelsea,39-051,1984,11,11,990,11,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,1,41,2,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04
398,Luis Sinisterra,co COL,"MF,FW",Bournemouth,24-148,1999,5,0,126,1.4,1,0,1,1,0,0,0,0,1,1,0.3,1.3,6,6,10,0.71,0,0.71,0.71,0.71,0.72,0.21,0.93,0.72,0.93
399,Oliver Skipp,eng ENG,MF,Tottenham,23-057,2000,7,1,179,2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,8,7,0,0,0,0,0,0,0.07,0.07,0,0.07
400,Adam Smith,eng ENG,DF,Bournemouth,32-197,1991,4,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0.03,0.03,0,0.03
401,Emile Smith Rowe,eng ENG,MF,Arsenal,23-107,2000,4,1,107,1.2,0,1,1,0,0,0,0,0,0.8,0.8,0.1,0.9,1,5,5,0,0.84,0.84,0,0.84,0.71,0.05,0.76,0.71,0.76
402,Dominic Solanke,eng ENG,FW,Bournemouth,26-059,1997,12,12,"1,068",11.9,6,1,7,6,0,0,1,0,5.4,5.4,1,6.4,17,17,57,0.51,0.08,0.59,0.51,0.59,0.46,0.08,0.54,0.46,0.54
403,Manor Solomon,il ISR,FW,Tottenham,24-111,1999,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44,0,0.9,0.9,0,0.9,0.19,0.38,0.56,0.19,0.56
404,Tomáš Souček,cz CZE,MF,West Ham,28-258,1995,10,9,716,8,2,1,3,2,0,0,2,0,2.6,2.6,0.6,3.2,3,21,7,0.25,0.13,0.38,0.25,0.38,0.33,0.08,0.4,0.33,0.4
405,Vinicius Souza,br BRA,MF,Sheffield Utd,24-148,1999,11,10,878,9.8,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,4,28,11,0,0,0,0,0,0.02,0,0.02,0.02,0.02
406,Jason Steele,eng ENG,GK,Brighton,33-086,1990,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Raheem Sterling,eng ENG,"FW,MF",Chelsea,28-339,1994,11,10,899,10,3,1,4,3,0,0,2,0,2.6,2.6,2.2,4.8,66,30,122,0.3,0.1,0.4,0.3,0.4,0.26,0.22,0.48,0.26,0.48
408,John Stones,eng ENG,"DF,MF",Manchester City,29-168,1994,4,3,257,2.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,7,5,0,0,0,0,0,0,0.05,0.05,0,0.05
409,Thomas Strakosha,al ALB,GK,Brentford,28-238,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Dominik Szoboszlai,hu HUN,MF,Liverpool,23-018,2000,11,11,965,10.7,1,2,3,1,0,0,1,0,0.8,0.8,3.6,4.3,29,78,70,0.09,0.19,0.28,0.09,0.28,0.07,0.33,0.41,0.07,0.41
411,Matt Targett,eng ENG,DF,Newcastle Utd,28-055,1995,3,1,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.03,0.03,0,0.03
412,James Tarkowski,eng ENG,DF,Everton,30-358,1992,12,12,"1,079",12,1,1,2,1,0,0,2,0,0.9,0.9,0.4,1.4,2,37,5,0.08,0.08,0.17,0.08,0.17,0.08,0.04,0.11,0.08,0.11
413,Nuno Tavares,pt POR,DF,Nott'ham Forest,23-290,2000,3,1,95,1.1,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
414,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,24-235,1999,9,8,617,6.9,0,1,1,0,0,0,0,0,0.8,0.8,1.3,2.1,22,15,32,0,0.15,0.15,0,0.15,0.11,0.19,0.31,0.11,0.31
415,Charlie Taylor,eng ENG,DF,Burnley,30-055,1993,9,9,810,9,1,0,1,1,0,0,3,0,0.1,0.1,0.1,0.2,10,31,20,0.11,0,0.11,0.11,0.11,0.01,0.01,0.02,0.01,0.02
416,Kenny Tete,nl NED,DF,Fulham,28-034,1995,5,5,427,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,11,24,27,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
417,Luke Thomas,eng ENG,DF,Sheffield Utd,22-155,2001,8,7,628,7,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,6,24,17,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08
418,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26-189,1997,11,0,200,2.2,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.5,8,32,7,0,0.45,0.45,0,0.45,0.06,0.15,0.21,0.06,0.21
419,Jurriën Timber,nl NED,DF,Arsenal,22-148,2001,1,1,49,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0
420,Harry Toffolo,eng ENG,DF,Nott'ham Forest,28-085,1995,5,3,303,3.4,0,3,3,0,0,0,0,0,0.4,0.4,0.3,0.6,1,10,13,0,0.89,0.89,0,0.89,0.1,0.07,0.18,0.1,0.18
421,Takehiro Tomiyasu,jp JPN,DF,Arsenal,25-007,1998,10,3,421,4.7,1,0,1,1,0,0,2,1,0.4,0.4,0,0.4,6,31,12,0.21,0,0.21,0.21,0.21,0.09,0,0.09,0.09,0.09
422,James Tomkins,eng ENG,DF,Crystal Palace,34-228,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Sandro Tonali,it ITA,MF,Newcastle Utd,23-188,2000,8,5,438,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,11,19,21,0.21,0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26
424,Pau Torres,es ESP,DF,Aston Villa,26-300,1997,11,10,960,10.7,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.5,18,63,7,0.09,0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05
425,Andros Townsend,eng ENG,MF,Luton Town,32-119,1991,4,2,173,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,5,0,0,0,0,0,0.04,0.05,0.1,0.04,0.1
426,James Trafford,eng ENG,GK,Burnley,21-033,2002,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
427,Adama Traoré,es ESP,"FW,DF",Fulham,27-291,1996,3,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,0,2,0,0,0,0,0,0.53,0,0.53,0.53,0.53
428,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,28-067,1995,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Boubacar Traoré,ml MLI,"MF,FW",Wolves,22-084,2001,8,2,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0.1,3,7,5,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02
430,Mike Trésor,be BEL,FW,Burnley,24-168,1999,6,2,225,2.5,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,8,6,14,0,0,0,0,0,0.16,0.11,0.26,0.16,0.26
431,Kieran Trippier,eng ENG,DF,Newcastle Utd,33-054,1990,12,12,"1,037",11.5,0,6,6,0,0,0,3,0,0.1,0.1,4,4,18,77,62,0,0.52,0.52,0,0.52,0,0.34,0.35,0,0.35
432,Leandro Trossard,be BEL,FW,Arsenal,28-343,1994,8,3,304,3.4,3,1,4,3,0,0,0,0,0.9,0.9,1.5,2.4,12,19,30,0.89,0.3,1.18,0.89,1.18,0.26,0.46,0.72,0.26,0.72
433,Auston Trusty,us USA,DF,Sheffield Utd,25-092,1998,6,4,377,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.01,0.01,0,0.01
434,Kostas Tsimikas,gr GRE,DF,Liverpool,27-184,1996,4,2,180,2,0,0,0,0,0,0,0,0,0,0,0.3,0.3,7,12,29,0,0,0,0,0,0,0.13,0.13,0,0.13
435,Matt Turner,us USA,GK,Nott'ham Forest,29-141,1994,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Destiny Udogie,it ITA,DF,Tottenham,20-349,2002,10,10,782,8.7,0,2,2,0,0,0,5,1,0.2,0.2,0.7,0.9,27,46,53,0,0.23,0.23,0,0.23,0.02,0.08,0.11,0.02,0.11
437,Lesley Ugochukwu,fr FRA,MF,Chelsea,19-231,2004,7,1,146,1.6,0,0,0,0,0,0,1,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0.03,0.03,0,0.03
438,Virgil van Dijk,nl NED,DF,Liverpool,32-127,1991,9,9,747,8.3,0,2,2,0,0,0,1,1,0.6,0.6,1,1.6,3,46,1,0,0.24,0.24,0,0.24,0.08,0.12,0.19,0.08,0.19
439,Raphaël Varane,fr FRA,DF,Manchester Utd,30-201,1993,8,4,343,3.8,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,6,26,1,0.26,0,0.26,0.26,0.26,0.3,0.02,0.31,0.3,0.31
440,Alejo Véliz,ar ARG,"FW,MF",Tottenham,20-054,2003,3,0,11,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Joël Veltman,nl NED,DF,Brighton,31-301,1992,11,6,670,7.4,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,9,28,22,0,0.13,0.13,0,0.13,0.01,0.05,0.06,0.01,0.06
442,Micky van de Ven,nl NED,DF,Tottenham,22-207,2001,11,11,943,10.5,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,9,34,1,0.1,0,0.1,0.1,0.1,0.03,0,0.03,0.03,0.03
443,Bart Verbruggen,nl NED,GK,Brighton,21-086,2002,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Guglielmo Vicario,it ITA,GK,Tottenham,27-036,1996,12,12,"1,080",12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Fabio Vieira,pt POR,MF,Arsenal,23-166,2000,8,2,241,2.7,1,2,3,0,1,1,0,1,1.2,0.4,1.1,1.5,9,12,24,0.37,0.75,1.12,0,0.75,0.45,0.4,0.84,0.15,0.55
446,Carlos Vinícius,br BRA,FW,Fulham,28-232,1995,6,2,216,2.4,1,0,1,1,0,0,0,0,0.7,0.7,0.5,1.2,2,2,8,0.42,0,0.42,0.42,0.42,0.28,0.23,0.5,0.28,0.5
447,Vitinho,br BRA,DF,Burnley,24-112,1999,6,5,420,4.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,14,14,9,0,0,0,0,0,0,0.03,0.03,0,0.03
448,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29-200,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Kyle Walker,eng ENG,DF,Manchester City,33-168,1990,11,11,989,11,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.3,29,59,77,0,0.09,0.09,0,0.09,0.01,0.11,0.12,0.01,0.12
450,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25-351,1997,6,5,431,4.8,0,1,1,0,0,0,2,0,0,0,1.1,1.1,11,23,10,0,0.21,0.21,0,0.21,0,0.24,0.24,0,0.24
451,Joel Ward,eng ENG,DF,Crystal Palace,34-014,1989,11,11,961,10.7,0,0,0,0,0,0,3,0,0.7,0.7,0.1,0.7,11,36,9,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07
452,James Ward-Prowse,eng ENG,MF,West Ham,29-011,1994,10,10,872,9.7,2,3,5,2,0,0,1,0,1.7,1.7,2.5,4.2,8,34,21,0.21,0.31,0.52,0.21,0.52,0.18,0.26,0.44,0.18,0.44
453,Deivid Washington,br BRA,DF,Chelsea,18-160,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,1,0,0,0,0,0,4.19,0,4.19,4.19,4.19
454,Ollie Watkins,eng ENG,FW,Aston Villa,27-317,1995,11,11,948,10.5,5,5,10,5,0,0,0,0,5.2,5.2,2.5,7.7,21,15,64,0.47,0.47,0.95,0.47,0.95,0.49,0.24,0.73,0.49,0.73
455,Adam Webster,eng ENG,DF,Brighton,28-312,1995,5,5,450,5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,6,26,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
456,Danny Welbeck,eng ENG,"FW,MF",Brighton,32-351,1990,8,7,408,4.5,1,0,1,1,0,0,1,0,1.1,1.1,0.3,1.4,8,11,21,0.22,0,0.22,0.22,0.22,0.24,0.06,0.3,0.24,0.3
457,Ben White,eng ENG,DF,Arsenal,26-035,1997,11,11,947,10.5,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.4,15,54,47,0.1,0,0.1,0.1,0.1,0.05,0.09,0.13,0.05,0.13
458,Neco Williams,wls WAL,"MF,DF",Nott'ham Forest,22-213,2001,5,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,5,0,0,0,0,0,0.01,0.08,0.1,0.01,0.1
459,Willian,br BRA,FW,Fulham,35-095,1988,10,8,695,7.7,1,0,1,1,0,0,1,0,1.2,1.2,0.7,2,34,39,61,0.13,0,0.13,0.13,0.13,0.16,0.1,0.25,0.16,0.25
460,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,24-084,1999,3,1,137,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,6,3,9,0,0,0,0,0,0.1,0.21,0.31,0.1,0.31
461,Callum Wilson,eng ENG,FW,Newcastle Utd,31-258,1992,10,5,484,5.4,7,0,7,5,2,2,1,0,5.9,4.4,0,4.4,6,4,36,1.3,0,1.3,0.93,0.93,1.11,0,1.11,0.81,0.82
462,Harry Wilson,wls WAL,FW,Fulham,26-235,1997,11,7,639,7.1,0,1,1,0,0,0,2,0,0.8,0.8,1.1,1.9,13,24,54,0,0.14,0.14,0,0.14,0.11,0.16,0.27,0.11,0.27
463,Yoane Wissa,cd COD,FW,Brentford,27-070,1996,11,11,921,10.2,3,1,4,3,0,0,1,0,4.5,4.5,1,5.6,19,13,50,0.29,0.1,0.39,0.29,0.39,0.44,0.1,0.55,0.44,0.55
464,Chris Wood,nz NZL,FW,Nott'ham Forest,31-340,1991,9,2,238,2.6,3,0,3,3,0,0,0,0,2.1,2.1,0.2,2.3,3,3,10,1.13,0,1.13,1.13,1.13,0.79,0.07,0.86,0.79,0.86
465,Cauley Woodrow,eng ENG,"FW,MF",Luton Town,28-345,1994,7,0,81,0.9,0,0,0,0,0,0,0,0,0.6,0.6,0.3,1,3,1,6,0,0,0,0,0,0.68,0.39,1.07,0.68,1.07
466,Joe Worrall,eng ENG,DF,Nott'ham Forest,26-306,1997,6,5,438,4.9,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.3,0,8,1,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06
467,Yehor Yarmoliuk,ua UKR,MF,Brentford,19-256,2004,3,0,42,0.5,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,
468,Ryan Yates,eng ENG,MF,Nott'ham Forest,25-356,1997,9,3,366,4.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,8,8,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04
469,Ashley Young,eng ENG,DF,Everton,38-126,1985,11,11,917,10.2,0,0,0,0,0,0,5,1,0.1,0.1,0.5,0.6,18,39,11,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
470,Illia Zabarnyi,ua UKR,DF,Bournemouth,21-072,2002,12,12,"1,080",12,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,7,32,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
471,Nicolò Zaniolo,it ITA,"FW,MF",Aston Villa,24-133,1999,9,6,424,4.7,0,0,0,0,0,0,2,0,1.5,1.5,0.7,2.2,21,17,32,0,0,0,0,0,0.31,0.16,0.46,0.31,0.46
472,Anass Zaroury,ma MAR,FW,Burnley,23-005,2000,4,1,127,1.4,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,1,2,12,0,0,0,0,0,0.12,0.03,0.14,0.12,0.14
473,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26-332,1996,11,8,666,7.4,1,0,1,1,0,0,1,0,0.3,0.3,0.6,0.9,15,84,21,0.14,0,0.14,0.14,0.14,0.05,0.08,0.12,0.05,0.12
474,Kurt Zouma,fr FRA,DF,West Ham,29-016,1994,10,10,900,10,1,0,1,1,0,0,1,0,0.6,0.6,0,0.6,1,15,0,0.1,0,0.1,0.1,0.1,0.06,0,0.06,0.06,0.06
475,Martin Ødegaard,no NOR,MF,Arsenal,24-330,1998,9,9,787,8.7,3,1,4,1,2,2,1,0,2.6,1,0.7,1.7,22,46,51,0.34,0.11,0.46,0.11,0.23,0.29,0.08,0.38,0.11,0.2
